
1306624 bytes read in 95 ms (13.1 MiB/s)
## Starting application at 0x00200000 ...
BENCH_ARRAY_INDEX 0
budget_function,total_used_budget_r,total_used_budget_w,total_calc_r,total_calc_w,used_budget_per_period_read[0],used_budget_per_period_read[1],used_budget_per_period_read[2],used_budget_per_period_read[3],used_budget_per_period_read[4],used_budget_per_period_read[5],used_budget_per_period_read[6],used_budget_per_period_read[7],used_budget_per_period_read[8],used_budget_per_period_read[9],used_budget_per_period_read[10],used_budget_per_period_read[11],used_budget_per_period_read[12],used_budget_per_period_read[13],used_budget_per_period_read[14],used_budget_per_period_write[0],used_budget_per_period_write[1],used_budget_per_period_write[2],used_budget_per_period_write[3],used_budget_per_period_write[4],used_budget_per_period_write[5],used_budget_per_period_write[6],used_budget_per_period_write[7],used_budget_per_period_write[8],used_budget_per_period_write[9],used_budget_per_period_write[10],used_budget_per_period_write[11],used_budget_per_period_write[12],used_budget_per_period_write[13],used_budget_per_period_write[14],calc_per_period_read[0],calc_per_period_read[1],calc_per_period_read[2],calc_per_period_read[3],calc_per_period_read[4],calc_per_period_read[5],calc_per_period_read[6],calc_per_period_read[7],calc_per_period_read[8],calc_per_period_read[9],calc_per_period_read[10],calc_per_period_read[11],calc_per_period_read[12],calc_per_period_read[13],calc_per_period_read[14],calc_per_period_write[0],calc_per_period_write[1],calc_per_period_write[2],calc_per_period_write[3],calc_per_period_write[4],calc_per_period_write[5],calc_per_period_write[6],calc_per_period_write[7],calc_per_period_write[8],calc_per_period_write[9],calc_per_period_write[10],calc_per_period_write[11],calc_per_period_write[12],calc_per_period_write[13],calc_per_period_write[14],
[DEBUG] NOTHING 0
[DEBUG] NOTHING 1
[BAO] C3: 0
[BAO] C4: 0
[BAO] C5: 0
[BAO] SW: BEFORE
[BAO]   current_read_array_size = 3
[BAO]     read_usage[u]       = 0
[BAO]     read_usage[u]       = 1
[BAO]     read_usage[u]       = 2
[BAO]   current_write_array_size = 3
[BAO]     write_usage[u]      = 0
[BAO]     write_usage[u]      = 1
[BAO]     write_usage[u]      = 2
[BAO]   read_index              = 3
[BAO]   write_index             = 3
[BAO] SW: AFTER
[BAO]   current_read_array_size = 3
[BAO]     read_usage[u]       = 0
[BAO]     read_usage[u]       = 1
[BAO]     read_usage[u]       = 2
[BAO]   current_write_array_size = 3
[BAO]     write_usage[u]      = 0
[BAO]     write_usage[u]      = 1
[BAO]     write_usage[u]      = 2
[BAO]   read_index              = 3
[BAO]   write_index             = 3
[BAO] VM: AFTER
[BAO]   depleated_op_type               = 4294967295
[BAO]   defined_pmu_read_val            = 1270176
[BAO]   defined_pmu_write_val           = 370040
[BAO]   current_used_read_budget        = 931547
[BAO]   current_used_write_budget       = 270024
[BAO]   new_read_budget                 = 1270176
[BAO]   new_write_budget                = 370040
[BAO]   total_used_read_budget          = 1270176
[BAO]   total_used_write_budget         = 370040
[BAO]   total_calculated_new_read_budget = 0
[BAO]   total_calculated_new_write_budget= 0
[BAO] Counters: AFTER
[BAO] C0: 0
[BAO] C1: 0
[BAO] C2: 0
[BAO] C3: 0
[BAO] C4: 0
[BAO] C5: 0
[DEBUG] done
[DEBUG] OVERFLOW SIGNAL
[DEBUG] get budget TIMEOUT: 
[DEBUG] (current_time_task_any - last_check_time_task_any) >= period_task_any
[DEBUG] (454 - 421) >= 30 | 33 >= 30
[DEBUG] suspending task 0
[DEBUG] calling HC_regulator_get_new_budget
[BAO] regulator_budget_depleted	 formula 1
[BAO] VM: BEFORE
[BAO]   depleated_op_type               = 4294967295
[BAO]   defined_pmu_read_val            = 1270176
[BAO]   defined_pmu_write_val           = 370040
[BAO]   current_used_read_budget        = 931547
[BAO]   current_used_write_budget       = 270024
[BAO]   new_read_budget                 = 1270176
[BAO]   new_write_budget                = 370040
[BAO]   total_used_read_budget          = 1270176
[BAO]   total_used_write_budget         = 370040
[BAO]   total_calculated_new_read_budget = 0
[BAO]   total_calculated_new_write_budget= 0
[BAO] Counters: BEFORE
[BAO] C0: 4294538038
[BAO] C1: 4294841427
[BAO] C2: 0
[BAO] C3: 0
[BAO] C4: 0
[BAO] C5: 0
[BAO] SW: BEFORE
[BAO]   current_read_array_size = 3
[BAO]     read_usage[u]       = 0
[BAO]     read_usage[u]       = 1
[BAO]     read_usage[u]       = 2
[BAO]   current_write_array_size = 3
[BAO]     write_usage[u]      = 0
[BAO]     write_usage[u]      = 1
[BAO]     write_usage[u]      = 2
[BAO]   read_index              = 3
[BAO]   write_index             = 3
[BAO] SW: AFTER
[BAO]   current_read_array_size = 3
[BAO]     read_usage[u]       = 0
[BAO]     read_usage[u]       = 1
[BAO]     read_usage[u]       = 2
[BAO]   current_write_array_size = 3
[BAO]     write_usage[u]      = 0
[BAO]     write_usage[u]      = 1
[BAO]     write_usage[u]      = 2
[BAO]   read_index              = 3
[BAO]   write_index             = 3
[BAO] VM: AFTER
[BAO]   depleated_op_type               = 4294967295
[BAO]   defined_pmu_read_val            = 1270176
[BAO]   defined_pmu_write_val           = 370040
[BAO]   current_used_read_budget        = 931547
[BAO]   current_used_write_budget       = 270024
[BAO]   new_read_budget                 = 1270176
[BAO]   new_write_budget                = 370040
[BAO]   total_used_read_budget          = 1270176
[BAO]   total_used_write_budget         = 370040
[BAO]   total_calculated_new_read_budget = 0
[BAO]   total_calculated_new_write_budget= 0
[BAO] Counters: AFTER
[BAO] C0: 0
[BAO] C1: 0
[BAO] C2: 0
[BAO] C3: 0
[BAO] C4: 0
[BAO] C5: 0
[DEBUG] done
[DEBUG] OVERFLOW SIGNAL
[DEBUG] get budget OVERFLOW
[DEBUG] suspending task 0
[DEBUG] calling HC_regulator_get_new_budget
[BAO] regulator_budget_depleted	 formula 1
[BAO] VM: BEFORE
[BAO]   depleated_op_type               = 4294967295
[BAO]   defined_pmu_read_val            = 1270176
[BAO]   defined_pmu_write_val           = 370040
[BAO]   current_used_read_budget        = 931547
[BAO]   current_used_write_budget       = 270024
[BAO]   new_read_budget                 = 1270176
[BAO]   new_write_budget                = 370040
[BAO]   total_used_read_budget          = 1270176
[BAO]   total_used_write_budget         = 370040
[BAO]   total_calculated_new_read_budget = 0
[BAO]   total_calculated_new_write_budget= 0
[BAO] Counters: BEFORE
[BAO] C0: 4294091743
[BAO] C1: 4294711988
[BAO] C2: 0
[BAO] C3: 0
[BAO] C4: 0
[BAO] C5: 0
[BAO] SW: BEFORE
[BAO]   current_read_array_size = 3
[BAO]     read_usage[u]       = 0
[BAO]     read_usage[u]       = 1
[BAO]     read_usage[u]       = 2
[BAO]   current_write_array_size = 3
[BAO]     write_usage[u]      = 0
[BAO]     write_usage[u]      = 1
[BAO]     write_usage[u]      = 2
[BAO]   read_index              = 3
[BAO]   write_index             = 3
[BAO] SW: AFTER
[BAO]   current_read_array_size = 3
[BAO]     read_usage[u]       = 0
[BAO]     read_usage[u]       = 1
[BAO]     read_usage[u]       = 2
[BAO]   current_write_array_size = 3
[BAO]     write_usage[u]      = 0
[BAO]     write_usage[u]      = 1
[BAO]     write_usage[u]      = 2
[BAO]   read_index              = 3
[BAO]   write_index             = 3
[BAO] VM: AFTER
[BAO]   depleated_op_type               = 4294967295
[BAO]   defined_pmu_read_val            = 1270176
[BAO]   defined_pmu_write_val           = 370040
[BAO]   current_used_read_budget        = 931547
[BAO]   current_used_write_budget       = 270024
[BAO]   new_read_budget                 = 1270176
[BAO]   new_write_budget                = 370040
[BAO]   total_used_read_budget          = 1270176
[BAO]   total_used_write_budget         = 370040
[BAO]   total_calculated_new_read_budget = 0
[BAO]   total_calculated_new_write_budget= 0
[BAO] Counters: AFTER
[BAO] C0: 0
[BAO] C1: 0
[BAO] C2: 0
[BAO] C3: 0
[BAO] C4: 0
[BAO] C5: 0
[DEBUG] done
[DEBUG] OVERFLOW SIGNAL
[DEBUG] get budget TIMEOUT: 
[DEBUG] (current_time_task_any - last_check_time_task_any) >= period_task_any
[DEBUG] (487 - 454) >= 30 | 33 >= 30
[DEBUG] suspending task 0
[DEBUG] calling HC_regulator_get_new_budget
[BAO] regulator_budget_depleted	 formula 1
[BAO] VM: BEFORE
[BAO]   depleated_op_type               = 4294967295
[BAO]   defined_pmu_read_val            = 1270176
[BAO]   defined_pmu_write_val           = 370040
[BAO]   current_used_read_budget        = 931547
[BAO]   current_used_write_budget       = 270024
[BAO]   new_read_budget                 = 1270176
[BAO]   new_write_budget                = 370040
[BAO]   total_used_read_budget          = 1270176
[BAO]   total_used_write_budget         = 370040
[BAO]   total_calculated_new_read_budget = 0
[BAO]   total_calculated_new_write_budget= 0
[BAO] Counters: BEFORE
[BAO] C0: 4294586860
[BAO] C1: 4294855416
[BAO] C2: 0
[BAO] C3: 0
[BAO] C4: 0
[BAO] C5: 0
[BAO] SW: BEFORE
[BAO]   current_read_array_size = 3
[BAO]     read_usage[u]       = 0
[BAO]     read_usage[u]       = 1
[BAO]     read_usage[u]       = 2
[BAO]   current_write_array_size = 3
[BAO]     write_usage[u]      = 0
[BAO]     write_usage[u]      = 1
[BAO]     write_usage[u]      = 2
[BAO]   read_index              = 3
[BAO]   write_index             = 3
[BAO] SW: AFTER
[BAO]   current_read_array_size = 3
[BAO]     read_usage[u]       = 0
[BAO]     read_usage[u]       = 1
[BAO]     read_usage[u]       = 2
[BAO]   current_write_array_size = 3
[BAO]     write_usage[u]      = 0
[BAO]     write_usage[u]      = 1
[BAO]     write_usage[u]      = 2
[BAO]   read_index              = 3
[BAO]   write_index             = 3
[BAO] VM: AFTER
[BAO]   depleated_op_type               = 4294967295
[BAO]   defined_pmu_read_val            = 1270176
[BAO]   defined_pmu_write_val           = 370040
[BAO]   current_used_read_budget        = 931547
[BAO]   current_used_write_budget       = 270024
[BAO]   new_read_budget                 = 1270176
[BAO]   new_write_budget                = 370040
[BAO]   total_used_read_budget          = 1270176
[BAO]   total_used_write_budget         = 370040
[BAO]   total_calculated_new_read_budget = 0
[BAO]   total_calculated_new_write_budget= 0
[BAO] Counters: AFTER
[BAO] C0: 0
[BAO] C1: 0
[BAO] C2: 0
[BAO] C3: 0
[BAO] C4: 0
[BAO] C5: 0
[DEBUG] done
[DEBUG] OVERFLOW SIGNAL
[DEBUG] get budget OVERFLOW
[DEBUG] suspending task 0
[DEBUG] calling HC_regulator_get_new_budget
[BAO] regulator_budget_depleted	 formula 1
[BAO] VM: BEFORE
[BAO]   depleated_op_type               = 4294967295
[BAO]   defined_pmu_read_val            = 1270176
[BAO]   defined_pmu_write_val           = 370040
[BAO]   current_used_read_budget        = 931547
[BAO]   current_used_write_budget       = 270024
[BAO]   new_read_budget                 = 1270176
[BAO]   new_write_budget                = 370040
[BAO]   total_used_read_budget          = 1270176
[BAO]   total_used_write_budget         = 370040
[BAO]   total_calculated_new_read_budget = 0
[BAO]   total_calculated_new_write_budget= 0
[BAO] Counters: BEFORE
[BAO] C0: 4294243747
[BAO] C1: 4294755568
[BAO] C2: 0
[BAO] C3: 0
[BAO] C4: 0
[BAO] C5: 0
[BAO] SW: BEFORE
[BAO]   current_read_array_size = 3
[BAO]     read_usage[u]       = 0
[BAO]     read_usage[u]       = 1
[BAO]     read_usage[u]       = 2
[BAO]   current_write_array_size = 3
[BAO]     write_usage[u]      = 0
[BAO]     write_usage[u]      = 1
[BAO]     write_usage[u]      = 2
[BAO]   read_index              = 3
[BAO]   write_index             = 3
[BAO] SW: AFTER
[BAO]   current_read_array_size = 3
[BAO]     read_usage[u]       = 0
[BAO]     read_usage[u]       = 1
[BAO]     read_usage[u]       = 2
[BAO]   current_write_array_size = 3
[BAO]     write_usage[u]      = 0
[BAO]     write_usage[u]      = 1
[BAO]     write_usage[u]      = 2
[BAO]   read_index              = 3
[BAO]   write_index             = 3
[BAO] VM: AFTER
[BAO]   depleated_op_type               = 4294967295
[BAO]   defined_pmu_read_val            = 1270176
[BAO]   defined_pmu_write_val           = 370040
[BAO]   current_used_read_budget        = 931547
[BAO]   current_used_write_budget       = 270024
[BAO]   new_read_budget                 = 1270176
[BAO]   new_write_budget                = 370040
[BAO]   total_used_read_budget          = 1270176
[BAO]   total_used_write_budget         = 370040
[BAO]   total_calculated_new_read_budget = 0
[BAO]   total_calculated_new_write_budget= 0
[BAO] Counters: AFTER
[BAO] C0: 0
[BAO] C1: 0
[BAO] C2: 0
[BAO] C3: 0
[BAO] C4: 0
[BAO] C5: 0
[DEBUG] done
[DEBUG] OVERFLOW SIGNAL
[DEBUG] get budget TIMEOUT: 
[DEBUG] (current_time_task_any - last_check_time_task_any) >= period_task_any
[DEBUG] (520 - 487) >= 30 | 33 >= 30
[DEBUG] suspending task 0
[DEBUG] calling HC_regulator_get_new_budget
[BAO] regulator_budget_depleted	 formula 1
[BAO] VM: BEFORE
[BAO]   depleated_op_type               = 4294967295
[BAO]   defined_pmu_read_val            = 1270176
[BAO]   defined_pmu_write_val           = 370040
[BAO]   current_used_read_budget        = 931547
[BAO]   current_used_write_budget       = 270024
[BAO]   new_read_budget                 = 1270176
[BAO]   new_write_budget                = 370040
[BAO]   total_used_read_budget          = 1270176
[BAO]   total_used_write_budget         = 370040
[BAO]   total_calculated_new_read_budget = 0
[BAO]   total_calculated_new_write_budget= 0
[BAO] Counters: BEFORE
[BAO] C0: 4294708873
[BAO] C1: 4294890301
[BAO] C2: 0
[BAO] C3: 0
[BAO] C4: 0
[BAO] C5: 0
[BAO] SW: BEFORE
[BAO]   current_read_array_size = 3
[BAO]     read_usage[u]       = 0
[BAO]     read_usage[u]       = 1
[BAO]     read_usage[u]       = 2
[BAO]   current_write_array_size = 3
[BAO]     write_usage[u]      = 0
[BAO]     write_usage[u]      = 1
[BAO]     write_usage[u]      = 2
[BAO]   read_index              = 3
[BAO]   write_index             = 3
[BAO] SW: AFTER
[BAO]   current_read_array_size = 3
[BAO]     read_usage[u]       = 0
[BAO]     read_usage[u]       = 1
[BAO]     read_usage[u]       = 2
[BAO]   current_write_array_size = 3
[BAO]     write_usage[u]      = 0
[BAO]     write_usage[u]      = 1
[BAO]     write_usage[u]      = 2
[BAO]   read_index              = 3
[BAO]   write_index             = 3
[BAO] VM: AFTER
[BAO]   depleated_op_type               = 4294967295
[BAO]   defined_pmu_read_val            = 1270176
[BAO]   defined_pmu_write_val           = 370040
[BAO]   current_used_read_budget        = 931547
[BAO]   current_used_write_budget       = 270024
[BAO]   new_read_budget                 = 1270176
[BAO]   new_write_budget                = 370040
[BAO]   total_used_read_budget          = 1270176
[BAO]   total_used_write_budget         = 370040
[BAO]   total_calculated_new_read_budget = 0
[BAO]   total_calculated_new_write_budget= 0
[BAO] Counters: AFTER
[BAO] C0: 0
[BAO] C1: 0
[BAO] C2: 0
[BAO] C3: 0
[BAO] C4: 0
[BAO] C5: 0
[DEBUG] done
[DEBUG] OVERFLOW SIGNAL
[DEBUG] get budget OVERFLOW
[DEBUG] suspending task 0
[DEBUG] calling HC_regulator_get_new_budget
[BAO] regulator_budget_depleted	 formula 1
[BAO] VM: BEFORE
[BAO]   depleated_op_type               = 4294967295
[BAO]   defined_pmu_read_val            = 1270176
[BAO]   defined_pmu_write_val           = 370040
[BAO]   current_used_read_budget        = 931547
[BAO]   current_used_write_budget       = 270024
[BAO]   new_read_budget                 = 1270176
[BAO]   new_write_budget                = 370040
[BAO]   total_used_read_budget          = 1270176
[BAO]   total_used_write_budget         = 370040
[BAO]   total_calculated_new_read_budget = 0
[BAO]   total_calculated_new_write_budget= 0
[BAO] Counters: BEFORE
[BAO] C0: 4294225113
[BAO] C1: 4294750190
[BAO] C2: 0
[BAO] C3: 0
[BAO] C4: 0
[BAO] C5: 0
[BAO] SW: BEFORE
[BAO]   current_read_array_size = 3
[BAO]     read_usage[u]       = 0
[BAO]     read_usage[u]       = 1
[BAO]     read_usage[u]       = 2
[BAO]   current_write_array_size = 3
[BAO]     write_usage[u]      = 0
[BAO]     write_usage[u]      = 1
[BAO]     write_usage[u]      = 2
[BAO]   read_index              = 3
[BAO]   write_index             = 3
[BAO] SW: AFTER
[BAO]   current_read_array_size = 3
[BAO]     read_usage[u]       = 0
[BAO]     read_usage[u]       = 1
[BAO]     read_usage[u]       = 2
[BAO]   current_write_array_size = 3
[BAO]     write_usage[u]      = 0
[BAO]     write_usage[u]      = 1
[BAO]     write_usage[u]      = 2
[BAO]   read_index              = 3
[BAO]   write_index             = 3
[BAO] VM: AFTER
[BAO]   depleated_op_type               = 4294967295
[BAO]   defined_pmu_read_val            = 1270176
[BAO]   defined_pmu_write_val           = 370040
[BAO]   current_used_read_budget        = 931547
[BAO]   current_used_write_budget       = 270024
[BAO]   new_read_budget                 = 1270176
[BAO]   new_write_budget                = 370040
[BAO]   total_used_read_budget          = 1270176
[BAO]   total_used_write_budget         = 370040
[BAO]   total_calculated_new_read_budget = 0
[BAO]   total_calculated_new_write_budget= 0
[BAO] Counters: AFTER
[BAO] C0: 0
[BAO] C1: 0
[BAO] C2: 0
[BAO] C3: 0
[BAO] C4: 0
[BAO] C5: 0
[DEBUG] done
[DEBUG] OVERFLOW SIGNAL
[DEBUG] get budget TIMEOUT: 
[DEBUG] (current_time_task_any - last_check_time_task_any) >= period_task_any
[DEBUG] (553 - 520) >= 30 | 33 >= 30
[DEBUG] suspending task 0
[DEBUG] calling HC_regulator_get_new_budget
[BAO] regulator_budget_depleted	 formula 1
[BAO] VM: BEFORE
[BAO]   depleated_op_type               = 4294967295
[BAO]   defined_pmu_read_val            = 1270176
[BAO]   defined_pmu_write_val           = 370040
[BAO]   current_used_read_budget        = 931547
[BAO]   current_used_write_budget       = 270024
[BAO]   new_read_budget                 = 1270176
[BAO]   new_write_budget                = 370040
[BAO]   total_used_read_budget          = 1270176
[BAO]   total_used_write_budget         = 370040
[BAO]   total_calculated_new_read_budget = 0
[BAO]   total_calculated_new_write_budget= 0
[BAO] Counters: BEFORE
[BAO] C0: 4294561750
[BAO] C1: 4294848146
[BAO] C2: 0
[BAO] C3: 0
[BAO] C4: 0
[BAO] C5: 0
[BAO] SW: BEFORE
[BAO]   current_read_array_size = 3
[BAO]     read_usage[u]       = 0
[BAO]     read_usage[u]       = 1
[BAO]     read_usage[u]       = 2
[BAO]   current_write_array_size = 3
[BAO]     write_usage[u]      = 0
[BAO]     write_usage[u]      = 1
[BAO]     write_usage[u]      = 2
[BAO]   read_index              = 3
[BAO]   write_index             = 3
[BAO] SW: AFTER
[BAO]   current_read_array_size = 3
[BAO]     read_usage[u]       = 0
[BAO]     read_usage[u]       = 1
[BAO]     read_usage[u]       = 2
[BAO]   current_write_array_size = 3
[BAO]     write_usage[u]      = 0
[BAO]     write_usage[u]      = 1
[BAO]     write_usage[u]      = 2
[BAO]   read_index              = 3
[BAO]   write_index             = 3
[BAO] VM: AFTER
[BAO]   depleated_op_type               = 4294967295
[BAO]   defined_pmu_read_val            = 1270176
[BAO]   defined_pmu_write_val           = 370040
[BAO]   current_used_read_budget        = 931547
[BAO]   current_used_write_budget       = 270024
[BAO]   new_read_budget                 = 1270176
[BAO]   new_write_budget                = 370040
[BAO]   total_used_read_budget          = 1270176
[BAO]   total_used_write_budget         = 370040
[BAO]   total_calculated_new_read_budget = 0
[BAO]   total_calculated_new_write_budget= 0
[BAO] Counters: AFTER
[BAO] C0: 0
[BAO] C1: 0
[BAO] C2: 0
[BAO] C3: 0
[BAO] C4: 0
[BAO] C5: 0
[DEBUG] done
[DEBUG] OVERFLOW SIGNAL
[DEBUG] get budget OVERFLOW
[DEBUG] suspending task 0
[DEBUG] calling HC_regulator_get_new_budget
[BAO] regulator_budget_depleted	 formula 1
[BAO] VM: BEFORE
[BAO]   depleated_op_type               = 4294967295
[BAO]   defined_pmu_read_val            = 1270176
[BAO]   defined_pmu_write_val           = 370040
[BAO]   current_used_read_budget        = 931547
[BAO]   current_used_write_budget       = 270024
[BAO]   new_read_budget                 = 1270176
[BAO]   new_write_budget                = 370040
[BAO]   total_used_read_budget          = 1270176
[BAO]   total_used_write_budget         = 370040
[BAO]   total_calculated_new_read_budget = 0
[BAO]   total_calculated_new_write_budget= 0
[BAO] Counters: BEFORE
[BAO] C0: 4294054394
[BAO] C1: 4294701315
[BAO] C2: 0
[BAO] C3: 0
[BAO] C4: 0
[BAO] C5: 0
[BAO] SW: BEFORE
[BAO]   current_read_array_size = 3
[BAO]     read_usage[u]       = 0
[BAO]     read_usage[u]       = 1
[BAO]     read_usage[u]       = 2
[BAO]   current_write_array_size = 3
[BAO]     write_usage[u]      = 0
[BAO]     write_usage[u]      = 1
[BAO]     write_usage[u]      = 2
[BAO]   read_index              = 3
[BAO]   write_index             = 3
[BAO] SW: AFTER
[BAO]   current_read_array_size = 3
[BAO]     read_usage[u]       = 0
[BAO]     read_usage[u]       = 1
[BAO]     read_usage[u]       = 2
[BAO]   current_write_array_size = 3
[BAO]     write_usage[u]      = 0
[BAO]     write_usage[u]      = 1
[BAO]     write_usage[u]      = 2
[BAO]   read_index              = 3
[BAO]   write_index             = 3
[BAO] VM: AFTER
[BAO]   depleated_op_type               = 4294967295
[BAO]   defined_pmu_read_val            = 1270176
[BAO]   defined_pmu_write_val           = 370040
[BAO]   current_used_read_budget        = 931547
[BAO]   current_used_write_budget       = 270024
[BAO]   new_read_budget                 = 1270176
[BAO]   new_write_budget                = 370040
[BAO]   total_used_read_budget          = 1270176
[BAO]   total_used_write_budget         = 370040
[BAO]   total_calculated_new_read_budget = 0
[BAO]   total_calculated_new_write_budget= 0
[BAO] Counters: AFTER
[BAO] C0: 0
[BAO] C1: 0
[BAO] C2: 0
[BAO] C3: 0
[BAO] C4: 0
[BAO] C5: 0
[DEBUG] done
[DEBUG] OVERFLOW SIGNAL
[DEBUG] get budget TIMEOUT: 
[DEBUG] (current_time_task_any - last_check_time_task_any) >= period_task_any
[DEBUG] (586 - 553) >= 30 | 33 >= 30
[DEBUG] suspending task 0
[DEBUG] calling HC_regulator_get_new_budget
[BAO] regulator_budget_depleted	 formula 1
[BAO] VM: BEFORE
[BAO]   depleated_op_type               = 4294967295
[BAO]   defined_pmu_read_val            = 1270176
[BAO]   defined_pmu_write_val           = 370040
[BAO]   current_used_read_budget        = 931547
[BAO]   current_used_write_budget       = 270024
[BAO]   new_read_budget                 = 1270176
[BAO]   new_write_budget                = 370040
[BAO]   total_used_read_budget          = 1270176
[BAO]   total_used_write_budget         = 370040
[BAO]   total_calculated_new_read_budget = 0
[BAO]   total_calculated_new_write_budget= 0
[BAO] Counters: BEFORE
[BAO] C0: 4294543883
[BAO] C1: 4294843007
[BAO] C2: 0
[BAO] C3: 0
[BAO] C4: 0
[BAO] C5: 0
[BAO] SW: BEFORE
[BAO]   current_read_array_size = 3
[BAO]     read_usage[u]       = 0
[BAO]     read_usage[u]       = 1
[BAO]     read_usage[u]       = 2
[BAO]   current_write_array_size = 3
[BAO]     write_usage[u]      = 0
[BAO]     write_usage[u]      = 1
[BAO]     write_usage[u]      = 2
[BAO]   read_index              = 3
[BAO]   write_index             = 3
[BAO] SW: AFTER
[BAO]   current_read_array_size = 3
[BAO]     read_usage[u]       = 0
[BAO]     read_usage[u]       = 1
[BAO]     read_usage[u]       = 2
[BAO]   current_write_array_size = 3
[BAO]     write_usage[u]      = 0
[BAO]     write_usage[u]      = 1
[BAO]     write_usage[u]      = 2
[BAO]   read_index              = 3
[BAO]   write_index             = 3
[BAO] VM: AFTER
[BAO]   depleated_op_type               = 4294967295
[BAO]   defined_pmu_read_val            = 1270176
[BAO]   defined_pmu_write_val           = 370040
[BAO]   current_used_read_budget        = 931547
[BAO]   current_used_write_budget       = 270024
[BAO]   new_read_budget                 = 1270176
[BAO]   new_write_budget                = 370040
[BAO]   total_used_read_budget          = 1270176
[BAO]   total_used_write_budget         = 370040
[BAO]   total_calculated_new_read_budget = 0
[BAO]   total_calculated_new_write_budget= 0
[BAO] Counters: AFTER
[BAO] C0: 0
[BAO] C1: 0
[BAO] C2: 0
[BAO] C3: 0
[BAO] C4: 0
[BAO] C5: 0
[DEBUG] done
[DEBUG] OVERFLOW SIGNAL
[DEBUG] get budget OVERFLOW
[DEBUG] suspending task 0
[DEBUG] calling HC_regulator_get_new_budget
[BAO] regulator_budget_depleted	 formula 1
[BAO] VM: BEFORE
[BAO]   depleated_op_type               = 4294967295
[BAO]   defined_pmu_read_val            = 1270176
[BAO]   defined_pmu_write_val           = 370040
[BAO]   current_used_read_budget        = 931547
[BAO]   current_used_write_budget       = 270024
[BAO]   new_read_budget                 = 1270176
[BAO]   new_write_budget                = 370040
[BAO]   total_used_read_budget          = 1270176
[BAO]   total_used_write_budget         = 370040
[BAO]   total_calculated_new_read_budget = 0
[BAO]   total_calculated_new_write_budget= 0
[BAO] Counters: BEFORE
[BAO] C0: 4294198865
[BAO] C1: 4294742651
[BAO] C2: 0
[BAO] C3: 0
[BAO] C4: 0
[BAO] C5: 0
[BAO] SW: BEFORE
[BAO]   current_read_array_size = 3
[BAO]     read_usage[u]       = 0
[BAO]     read_usage[u]       = 1
[BAO]     read_usage[u]       = 2
[BAO]   current_write_array_size = 3
[BAO]     write_usage[u]      = 0
[BAO]     write_usage[u]      = 1
[BAO]     write_usage[u]      = 2
[BAO]   read_index              = 3
[BAO]   write_index             = 3
[BAO] SW: AFTER
[BAO]   current_read_array_size = 3
[BAO]     read_usage[u]       = 0
[BAO]     read_usage[u]       = 1
[BAO]     read_usage[u]       = 2
[BAO]   current_write_array_size = 3
[BAO]     write_usage[u]      = 0
[BAO]     write_usage[u]      = 1
[BAO]     write_usage[u]      = 2
[BAO]   read_index              = 3
[BAO]   write_index             = 3
[BAO] VM: AFTER
[BAO]   depleated_op_type               = 4294967295
[BAO]   defined_pmu_read_val            = 1270176
[BAO]   defined_pmu_write_val           = 370040
[BAO]   current_used_read_budget        = 931547
[BAO]   current_used_write_budget       = 270024
[BAO]   new_read_budget                 = 1270176
[BAO]   new_write_budget                = 370040
[BAO]   total_used_read_budget          = 1270176
[BAO]   total_used_write_budget         = 370040
[BAO]   total_calculated_new_read_budget = 0
[BAO]   total_calculated_new_write_budget= 0
[BAO] Counters: AFTER
[BAO] C0: 0
[BAO] C1: 0
[BAO] C2: 0
[BAO] C3: 0
[BAO] C4: 0
[BAO] C5: 0
[DEBUG] done
[DEBUG] OVERFLOW SIGNAL
[DEBUG] get budget TIMEOUT: 
[DEBUG] (current_time_task_any - last_check_time_task_any) >= period_task_any
[DEBUG] (619 - 586) >= 30 | 33 >= 30
[DEBUG] suspending task 0
[DEBUG] calling HC_regulator_get_new_budget
[BAO] regulator_budget_depleted	 formula 1
[BAO] VM: BEFORE
[BAO]   depleated_op_type               = 4294967295
[BAO]   defined_pmu_read_val            = 1270176
[BAO]   defined_pmu_write_val           = 370040
[BAO]   current_used_read_budget        = 931547
[BAO]   current_used_write_budget       = 270024
[BAO]   new_read_budget                 = 1270176
[BAO]   new_write_budget                = 370040
[BAO]   total_used_read_budget          = 1270176
[BAO]   total_used_write_budget         = 370040
[BAO]   total_calculated_new_read_budget = 0
[BAO]   total_calculated_new_write_budget= 0
[BAO] Counters: BEFORE
[BAO] C0: 4294693803
[BAO] C1: 4294885888
[BAO] C2: 0
[BAO] C3: 0
[BAO] C4: 0
[BAO] C5: 0
[BAO] SW: BEFORE
[BAO]   current_read_array_size = 3
[BAO]     read_usage[u]       = 0
[BAO]     read_usage[u]       = 1
[BAO]     read_usage[u]       = 2
[BAO]   current_write_array_size = 3
[BAO]     write_usage[u]      = 0
[BAO]     write_usage[u]      = 1
[BAO]     write_usage[u]      = 2
[BAO]   read_index              = 3
[BAO]   write_index             = 3
[BAO] SW: AFTER
[BAO]   current_read_array_size = 3
[BAO]     read_usage[u]       = 0
[BAO]     read_usage[u]       = 1
[BAO]     read_usage[u]       = 2
[BAO]   current_write_array_size = 3
[BAO]     write_usage[u]      = 0
[BAO]     write_usage[u]      = 1
[BAO]     write_usage[u]      = 2
